ID,Date,Element,Data_Value
SZ000008440,2010-01-07,TMIN,-90
SZ000008440,2014-11-25,TMAX,110
SZ000008440,2015-04-03,TMAX,102
SZ000008440,2015-02-23,TMIN,-33
SZ000008440,2006-05-05,TMAX,232
SZ000008440,2011-08-15,TMAX,261
SZ000008440,2015-08-31,TMIN,158
SZ000008440,2007-06-28,TMIN,92
SZ000008440,2013-08-24,TMAX,204
SZ000008440,2015-07-17,TMIN,219
SZ000008440,2011-05-25,TMIN,110
SZ000008440,2007-06-24,TMIN,103
SZ000008440,2012-05-19,TMAX,202
SZ000008440,2006-04-29,TMAX,141
SZ000008440,2010-07-24,TMIN,123
SZ000008440,2010-01-14,TMIN,-5
SZ000008440,2009-02-13,TMAX,24
SZ000008440,2012-05-19,TMIN,94
SZ000008440,2010-09-01,TMAX,200
SZ000008440,2010-01-07,TMAX,3
SZ000008440,2013-08-06,TMIN,177
SZ000008440,2010-11-05,TMIN,44
SZ000008440,2013-08-06,TMAX,306
SZ000008440,2015-07-17,TMAX,368
SZ000008440,2010-11-05,TMAX,176
SZ000008440,2012-05-17,TMAX,165
SZ000008440,2012-05-17,TMIN,12
SZ000008440,2007-06-28,TMAX,202
SZ000008440,2015-02-25,TMIN,-19
SZ000008440,2015-10-20,TMAX,110
SZ000008440,2012-05-25,TMAX,243
SZ000008440,2005-11-04,TMIN,105
SZ000008440,2014-05-17,TMAX,190
SZ000008440,2005-11-04,TMAX,161
SZ000008440,2007-08-23,TMAX,244
SZ000008440,2014-07-01,TMIN,89
SZ000008440,2006-04-29,TMIN,36
SZ000008440,2005-05-11,TMIN,48
SZ000008440,2011-08-11,TMAX,276
SZ000008440,2015-09-03,TMAX,213
SZ000008440,2012-05-14,TMIN,32
SZ000008440,2012-05-14,TMAX,185
SZ000008440,2014-05-17,TMIN,88
SZ000008440,2010-09-01,TMIN,76
SZ000008440,2011-02-01,TMIN,-16
SZ000008440,2011-02-01,TMAX,-3
SZ000008440,2014-09-14,TMAX,210
SZ000008440,2010-01-14,TMAX,26
SZ000008440,2009-12-27,TMAX,54
SZ000008440,2015-02-25,TMAX,88
SZ000008440,2012-05-25,TMIN,134
SZ000008440,2014-11-21,TMIN,40
SZ000008440,2014-10-03,TMAX,197
SZ000008440,2014-04-15,TMIN,42
SZ000008440,2014-11-21,TMAX,100
SZ000008440,2014-10-03,TMIN,94
SZ000008440,2005-02-11,TMIN,6
SZ000008440,2014-11-25,TMIN,73
SZ000008440,2011-08-15,TMIN,165
SZ000008440,2007-05-10,TMIN,73
SZ000008440,2007-05-10,TMAX,264
SZ000008440,2015-08-31,TMAX,317
SZ000008440,2014-09-14,TMIN,130
SZ000008440,2006-07-25,TMIN,187
SZ000008440,2007-01-21,TMAX,104
SZ000008440,2007-01-21,TMIN,14
SZ000008440,2009-10-02,TMAX,202
SZ000008440,2012-12-23,TMIN,19
SZ000008440,2010-09-30,TMAX,171
SZ000008440,2011-10-23,TMIN,12
SZ000008440,2011-10-23,TMAX,111
SZ000008440,2007-06-24,TMAX,275
SZ000008440,2009-01-20,TMIN,-15
SZ000008440,2005-11-03,TMIN,91
SZ000008440,2005-11-03,TMAX,202
SZ000008440,2011-10-30,TMIN,101
SZ000008440,2005-02-20,TMAX,21
SZ000008440,2014-06-28,TMIN,154
SZ000008440,2010-10-18,TMAX,108
SZ000008440,2014-01-28,TMIN,-22
SZ000008440,2005-02-20,TMIN,-23
SZ000008440,2014-11-28,TMAX,93
SZ000008440,2014-11-28,TMIN,77
SZ000008440,2010-01-15,TMAX,26
SZ000008440,2007-01-29,TMAX,33
SZ000008440,2013-04-04,TMAX,91
SZ000008440,2006-09-09,TMAX,228
SZ000008440,2007-01-29,TMIN,-65
SZ000008440,2015-10-04,TMAX,185
SZ000008440,2010-09-28,TMAX,148
SZ000008440,2008-12-02,TMAX,55
SZ000008440,2008-12-02,TMIN,-32
SZ000008440,2014-06-28,TMAX,286
SZ000008440,2010-09-28,TMIN,22
SZ000008440,2006-10-09,TMAX,188
SZ000008440,2007-05-15,TMIN,59
SZ000008440,2006-09-09,TMIN,145
SZ000008440,2007-09-10,TMIN,91
SZ000008440,2012-11-10,TMAX,109
SZ000008440,2008-08-04,TMIN,198
SZ000008440,2010-07-30,TMIN,124
SZ000008440,2015-07-05,TMAX,379
SZ000008440,2007-08-11,TMIN,143
SZ000008440,2012-05-09,TMIN,123
SZ000008440,2009-12-27,TMIN,-51
SZ000008440,2009-02-05,TMAX,52
SZ000008440,2011-03-20,TMIN,33
SZ000008440,2009-05-15,TMIN,115
SZ000008440,2008-08-02,TMAX,264
SZ000008440,2010-09-30,TMIN,90
SZ000008440,2012-04-16,TMIN,60
SZ000008440,2012-04-16,TMAX,101
SZ000008440,2005-10-12,TMAX,184
SZ000008440,2005-10-12,TMIN,64
SZ000008440,2014-02-02,TMIN,24
SZ000008440,2008-12-15,TMIN,-42
SZ000008440,2012-11-10,TMIN,87
SZ000008440,2005-12-14,TMIN,10
SZ000008440,2014-05-25,TMIN,85
SZ000008440,2011-10-28,TMIN,75
SZ000008440,2009-09-30,TMIN,87
SZ000008440,2005-06-01,TMAX,229
SZ000008440,2008-08-03,TMAX,304
SZ000008440,2010-01-15,TMIN,0
SZ000008440,2010-07-02,TMAX,323
SZ000008440,2005-02-19,TMIN,-22
SZ000008440,2009-09-30,TMAX,223
SZ000008440,2014-05-25,TMAX,203
SZ000008440,2015-01-26,TMIN,-1
SZ000008440,2014-01-29,TMAX,23
SZ000008440,2014-01-29,TMIN,-38
SZ000008440,2009-02-05,TMIN,-25
SZ000008440,2009-01-20,TMAX,54
SZ000008440,2012-12-23,TMAX,129
SZ000008440,2010-12-09,TMIN,-30
SZ000008440,2010-12-11,TMAX,49
SZ000008440,2011-03-21,TMIN,16
SZ000008440,2011-05-06,TMIN,60
SZ000008440,2010-07-02,TMIN,172
SZ000008440,2011-10-30,TMAX,167
SZ000008440,2011-05-23,TMAX,259
SZ000008440,2009-05-15,TMAX,141
SZ000008440,2015-04-12,TMAX,208
SZ000008440,2015-02-23,TMAX,72
SZ000008440,2008-08-16,TMAX,209
SZ000008440,2011-11-01,TMIN,101
SZ000008440,2007-08-23,TMIN,117
SZ000008440,2010-04-13,TMAX,122
SZ000008440,2007-05-12,TMAX,232
SZ000008440,2015-12-19,TMAX,54
SZ000008440,2005-09-22,TMIN,55
SZ000008440,2012-05-11,TMIN,130
SZ000008440,2013-07-29,TMIN,150
SZ000008440,2011-11-01,TMAX,163
SZ000008440,2013-08-10,TMAX,246
SZ000008440,2015-02-24,TMAX,82
SZ000008440,2011-01-24,TMAX,12
SZ000008440,2006-09-07,TMAX,292
SZ000008440,2010-05-27,TMIN,105
SZ000008440,2013-07-29,TMAX,200
SZ000008440,2014-01-08,TMAX,129
SZ000008440,2009-09-03,TMAX,252
SZ000008440,2015-01-28,TMIN,-35
SZ000008440,2009-05-13,TMIN,109
SZ000008440,2008-10-23,TMIN,65
SZ000008440,2014-12-02,TMIN,43
SZ000008440,2014-12-03,TMAX,66
SZ000008440,2015-12-13,TMAX,57
SZ000008440,2009-05-12,TMIN,127
SZ000008440,2014-12-03,TMIN,51
SZ000008440,2015-04-12,TMIN,43
SZ000008440,2005-12-08,TMIN,4
SZ000008440,2011-01-24,TMIN,-59
SZ000008440,2015-06-07,TMAX,287
SZ000008440,2009-09-03,TMIN,185
SZ000008440,2015-12-13,TMIN,-35
SZ000008440,2009-03-04,TMIN,10
SZ000008440,2012-05-20,TMAX,229
SZ000008440,2010-04-13,TMIN,23
SZ000008440,2015-01-28,TMAX,39
SZ000008440,2009-05-13,TMAX,220
SZ000008440,2010-05-26,TMIN,128
SZ000008440,2013-12-22,TMAX,124
SZ000008440,2009-09-27,TMIN,131
SZ000008440,2014-04-17,TMAX,162
SZ000008440,2013-04-08,TMAX,95
SZ000008440,2012-05-11,TMAX,300
SZ000008440,2008-02-15,TMIN,-49
SZ000008440,2008-02-15,TMAX,53
SZ000008440,2012-12-26,TMIN,31
SZ000008440,2008-06-14,TMAX,186
SZ000008440,2005-12-13,TMIN,2
SZ000008440,2010-04-11,TMIN,58
SZ000008440,2012-10-30,TMIN,-26
SZ000008440,2013-04-12,TMIN,78
SZ000008440,2008-02-14,TMIN,-45
SZ000008440,2007-11-17,TMIN,-16
SZ000008440,2012-10-25,TMIN,108
SZ000008440,2014-12-02,TMAX,64
SZ000008440,2012-12-26,TMAX,104
SZ000008440,2015-04-03,TMIN,60
SZ000008440,2010-05-27,TMAX,196
SZ000008440,2005-12-08,TMAX,44
SZ000008440,2013-12-22,TMIN,15
SZ000008440,2007-05-12,TMIN,115
SZ000008440,2009-05-02,TMAX,208
SZ000008440,2014-11-23,TMIN,68
SZ000008440,2012-10-25,TMAX,148
SZ000008440,2011-10-22,TMIN,-1
SZ000008440,2011-10-22,TMAX,103
SZ000008440,2010-04-11,TMAX,123
SZ000008440,2014-11-23,TMAX,86
SZ000008440,2009-05-02,TMIN,73
SZ000008440,2014-01-09,TMAX,118
SZ000008440,2011-08-01,TMAX,259
SZ000008440,2008-04-08,TMIN,11
SZ000008440,2014-04-17,TMIN,13
SZ000008440,2009-05-12,TMAX,203
SZ000008440,2015-03-27,TMIN,31
SZ000008440,2007-06-27,TMIN,112
SZ000008440,2014-05-22,TMIN,118
SZ000008440,2008-03-15,TMAX,165
SZ000008440,2014-07-01,TMAX,240
SZ000008440,2006-04-24,TMAX,216
SZ000008440,2007-01-08,TMAX,100
SZ000008440,2012-05-06,TMAX,183
SZ000008440,2008-03-15,TMIN,22
SZ000008440,2007-01-14,TMIN,13
SZ000008440,2012-04-17,TMIN,48
SZ000008440,2005-02-11,TMAX,59
SZ000008440,2005-03-09,TMIN,11
SZ000008440,2010-05-28,TMAX,213
SZ000008440,2005-03-09,TMAX,66
SZ000008440,2006-08-14,TMIN,94
SZ000008440,2006-02-15,TMIN,14
SZ000008440,2007-01-18,TMIN,80
SZ000008440,2007-01-14,TMAX,117
SZ000008440,2012-10-30,TMAX,95
SZ000008440,2009-09-06,TMIN,67
SZ000008440,2011-03-21,TMAX,116
SZ000008440,2011-08-11,TMIN,94
SZ000008440,2013-12-12,TMAX,-10
SZ000008440,2013-12-18,TMAX,33
SZ000008440,2007-01-18,TMAX,120
SZ000008440,2011-03-20,TMAX,105
SZ000008440,2013-12-18,TMIN,-16
SZ000008440,2015-09-03,TMIN,122
SZ000008440,2006-04-24,TMIN,66
SZ000008440,2013-12-12,TMIN,-40
SZ000008440,2011-01-28,TMIN,-23
SZ000008440,2011-10-20,TMIN,24
SZ000008440,2009-09-25,TMIN,124
SZ000008440,2011-10-20,TMAX,112
SZ000008440,2013-04-04,TMIN,34
SZ000008440,2007-01-08,TMIN,63
SZ000008440,2005-04-14,TMIN,53
SZ000008440,2006-02-15,TMAX,72
SZ000008440,2006-08-15,TMAX,238
SZ000008440,2009-09-06,TMAX,205
SZ000008440,2006-02-04,TMIN,-36
SZ000008440,2015-04-27,TMAX,191
SZ000008440,2011-08-16,TMIN,137
SZ000008440,2015-04-27,TMIN,88
SZ000008440,2015-12-27,TMIN,-26
SZ000008440,2015-12-27,TMAX,34
SZ000008440,2008-03-14,TMIN,57
SZ000008440,2010-12-01,TMIN,-22
SZ000008440,2011-08-16,TMAX,275
SZ000008440,2005-01-25,TMAX,-12
SZ000008440,2015-12-19,TMIN,26
SZ000008440,2012-05-20,TMIN,105
SZ000008440,2013-08-20,TMIN,146
SZ000008440,2013-08-20,TMAX,238
SZ000008440,2014-02-02,TMAX,61
SZ000008440,2012-05-06,TMIN,97
SZ000008440,2008-03-14,TMAX,175
SZ000008440,2009-02-13,TMIN,-47
SZ000008440,2010-04-05,TMIN,6
SZ000008440,2010-05-28,TMIN,102
SZ000008440,2005-08-11,TMAX,240
SZ000008440,2005-08-11,TMIN,148
SZ000008440,2011-01-28,TMAX,38
SZ000008440,2010-04-05,TMAX,115
SZ000008440,2006-08-15,TMIN,80
SZ000008440,2006-10-12,TMAX,202
SZ000008440,2005-05-11,TMAX,173
SZ000008440,2012-04-17,TMAX,132
SZ000008440,2008-10-23,TMAX,86
SZ000008440,2013-03-03,TMAX,56
SZ000008440,2006-10-12,TMIN,86
SZ000008440,2009-10-04,TMIN,65
SZ000008440,2005-01-25,TMIN,-47
SZ000008440,2014-04-15,TMAX,143
SZ000008440,2010-01-10,TMIN,-88
SZ000008440,2011-07-18,TMAX,204
SZ000008440,2008-11-08,TMIN,52
SZ000008440,2007-08-20,TMAX,187
SZ000008440,2015-10-06,TMIN,125
SZ000008440,2015-10-06,TMAX,169
SZ000008440,2006-03-15,TMIN,-52
SZ000008440,2012-12-03,TMAX,40
SZ000008440,2012-12-03,TMIN,-62
SZ000008440,2009-10-11,TMAX,187
SZ000008440,2013-07-03,TMAX,202
SZ000008440,2013-07-03,TMIN,152
SZ000008440,2009-10-11,TMIN,97
SZ000008440,2009-03-28,TMAX,117
SZ000008440,2006-04-05,TMIN,27
SZ000008440,2006-04-05,TMAX,75
SZ000008440,2006-03-15,TMAX,59
SZ000008440,2006-01-08,TMIN,-9
SZ000008440,2006-01-08,TMAX,2
SZ000008440,2007-04-16,TMAX,246
SZ000008440,2007-09-15,TMIN,116
SZ000008440,2011-10-13,TMAX,189
SZ000008440,2007-09-15,TMAX,241
SZ000008440,2007-04-21,TMIN,72
SZ000008440,2013-06-11,TMIN,128
SZ000008440,2013-06-11,TMAX,219
SZ000008440,2007-04-21,TMAX,234
SZ000008440,2011-10-13,TMIN,97
SZ000008440,2012-01-15,TMAX,21
SZ000008440,2009-03-28,TMIN,45
SZ000008440,2011-04-27,TMIN,58
SZ000008440,2007-04-16,TMIN,83
SZ000008440,2012-01-15,TMIN,-46
SZ000008440,2007-08-20,TMIN,109
SZ000008440,2013-05-21,TMAX,141
SZ000008440,2007-04-05,TMAX,136
SZ000008440,2011-04-16,TMAX,167
SZ000008440,2009-08-03,TMAX,219
SZ000008440,2011-07-04,TMAX,270
SZ000008440,2009-02-26,TMAX,105
SZ000008440,2005-03-17,TMIN,19
SZ000008440,2012-07-05,TMAX,251
SZ000008440,2009-02-24,TMAX,79
SZ000008440,2012-07-05,TMIN,165
SZ000008440,2005-03-17,TMAX,197
SZ000008440,2009-02-26,TMIN,-30
SZ000008440,2005-09-26,TMIN,115
SZ000008440,2013-12-03,TMIN,-51
SZ000008440,2014-02-18,TMIN,-11
SZ000008440,2012-10-17,TMAX,149
SZ000008440,2013-12-03,TMAX,34
SZ000008440,2014-10-11,TMIN,117
SZ000008440,2005-09-26,TMAX,220
SZ000008440,2014-05-15,TMAX,141
SZ000008440,2014-02-18,TMAX,83
SZ000008440,2014-05-15,TMIN,55
SZ000008440,2014-10-11,TMAX,188
SZ000008440,2011-04-16,TMIN,11
SZ000008440,2008-04-18,TMAX,124
SZ000008440,2008-04-18,TMIN,62
SZ000008440,2012-09-04,TMIN,158
SZ000008440,2012-09-04,TMAX,237
SZ000008440,2013-05-21,TMIN,88
SZ000008440,2012-10-17,TMIN,56
SZ000008440,2008-10-31,TMIN,26
SZ000008440,2007-03-29,TMIN,31
SZ000008440,2008-10-31,TMAX,71
SZ000008440,2006-03-26,TMAX,227
SZ000008440,2008-12-21,TMIN,6
SZ000008440,2006-11-30,TMIN,85
SZ000008440,2006-11-30,TMAX,111
SZ000008440,2015-12-29,TMIN,-13
SZ000008440,2015-12-29,TMAX,47
SZ000008440,2009-09-20,TMAX,203
SZ000008440,2005-02-02,TMAX,41
SZ000008440,2009-08-17,TMAX,326
SZ000008440,2009-09-20,TMIN,137
SZ000008440,2007-12-05,TMAX,99
SZ000008440,2005-08-01,TMIN,148
SZ000008440,2006-12-22,TMIN,6
SZ000008440,2006-03-26,TMIN,75
SZ000008440,2006-02-23,TMIN,4
SZ000008440,2006-02-23,TMAX,52
SZ000008440,2006-12-22,TMAX,25
SZ000008440,2011-07-09,TMAX,309
SZ000008440,2011-07-09,TMIN,151
SZ000008440,2007-04-23,TMAX,253
SZ000008440,2011-10-04,TMAX,233
SZ000008440,2007-07-07,TMAX,280
SZ000008440,2011-10-04,TMIN,95
SZ000008440,2007-07-07,TMIN,142
SZ000008440,2015-04-23,TMIN,65
SZ000008440,2015-04-23,TMAX,230
SZ000008440,2006-11-09,TMAX,120
SZ000008440,2006-11-09,TMIN,43
SZ000008440,2005-08-01,TMAX,250
SZ000008440,2011-01-06,TMAX,86
SZ000008440,2011-01-06,TMIN,41
SZ000008440,2009-08-17,TMIN,155
SZ000008440,2012-01-06,TMIN,-28
SZ000008440,2011-04-27,TMAX,183
SZ000008440,2012-01-06,TMAX,52
SZ000008440,2010-08-05,TMIN,110
SZ000008440,2013-05-11,TMIN,78
SZ000008440,2013-05-11,TMAX,161
SZ000008440,2005-06-09,TMIN,112
SZ000008440,2014-08-26,TMAX,200
SZ000008440,2005-06-09,TMAX,187
SZ000008440,2009-04-02,TMIN,78
SZ000008440,2009-04-02,TMAX,128
SZ000008440,2014-06-05,TMAX,221
SZ000008440,2014-06-05,TMIN,89
SZ000008440,2014-08-26,TMIN,146
SZ000008440,2014-05-13,TMAX,115
SZ000008440,2010-08-05,TMAX,171
SZ000008440,2014-05-13,TMIN,61
SZ000008440,2010-12-19,TMAX,59
SZ000008440,2010-12-19,TMIN,-27
SZ000008440,2008-12-21,TMAX,89
SZ000008440,2012-06-01,TMIN,136
SZ000008440,2012-06-01,TMAX,257
SZ000008440,2010-04-26,TMIN,99
SZ000008440,2010-04-28,TMAX,258
SZ000008440,2010-04-28,TMIN,76
SZ000008440,2010-04-26,TMAX,215
SZ000008440,2009-10-26,TMIN,56
SZ000008440,2009-10-26,TMAX,162
SZ000008440,2005-02-02,TMIN,-45
SZ000008440,2007-04-05,TMIN,46
SZ000008440,2007-04-23,TMIN,76
SZ000008440,2011-07-04,TMIN,99
SZ000008440,2015-01-14,TMAX,105
SZ000008440,2014-08-14,TMIN,94
SZ000008440,2006-10-24,TMAX,198
SZ000008440,2008-12-12,TMIN,-37
SZ000008440,2015-11-30,TMIN,48
SZ000008440,2015-11-30,TMAX,114
SZ000008440,2008-02-06,TMIN,49
SZ000008440,2008-06-18,TMAX,238
SZ000008440,2008-06-18,TMIN,131
SZ000008440,2006-10-24,TMIN,84
SZ000008440,2012-06-19,TMIN,155
SZ000008440,2008-02-06,TMAX,122
SZ000008440,2012-06-19,TMAX,231
SZ000008440,2015-02-28,TMIN,-6
SZ000008440,2008-12-12,TMAX,25
SZ000008440,2015-02-28,TMAX,69
SZ000008440,2008-02-07,TMAX,96
SZ000008440,2009-01-22,TMIN,-34
SZ000008440,2006-06-30,TMIN,149
SZ000008440,2006-06-30,TMAX,292
SZ000008440,2008-09-11,TMIN,158
SZ000008440,2008-09-11,TMAX,226
SZ000008440,2007-02-18,TMIN,32
SZ000008440,2007-02-18,TMAX,113
SZ000008440,2012-03-28,TMIN,30
SZ000008440,2011-09-02,TMIN,164
SZ000008440,2012-03-28,TMAX,190
SZ000008440,2006-04-15,TMIN,68
SZ000008440,2006-04-15,TMAX,131
SZ000008440,2009-01-22,TMAX,41
SZ000008440,2011-09-02,TMAX,280
SZ000008440,2014-08-14,TMAX,199
SZ000008440,2011-12-08,TMAX,104
SZ000008440,2010-05-06,TMAX,127
SZ000008440,2010-07-29,TMAX,248
SZ000008440,2015-10-07,TMAX,163
SZ000008440,2009-02-04,TMAX,80
SZ000008440,2009-02-04,TMIN,-16
SZ000008440,2010-07-29,TMIN,152
SZ000008440,2006-05-21,TMIN,116
SZ000008440,2015-10-07,TMIN,63
SZ000008440,2006-12-07,TMAX,94
SZ000008440,2006-05-21,TMAX,228
SZ000008440,2005-04-27,TMIN,101
SZ000008440,2006-12-07,TMIN,-2
SZ000008440,2008-02-07,TMIN,2
SZ000008440,2005-04-27,TMAX,183
SZ000008440,2013-01-28,TMIN,-20
SZ000008440,2008-11-07,TMAX,137
SZ000008440,2008-05-29,TMAX,213
SZ000008440,2008-05-29,TMIN,152
SZ000008440,2013-09-06,TMIN,161
SZ000008440,2013-01-28,TMAX,72
SZ000008440,2011-12-08,TMIN,8
SZ000008440,2008-11-07,TMIN,60
SZ000008440,2010-05-19,TMAX,152
SZ000008440,2014-01-19,TMAX,46
SZ000008440,2010-05-19,TMIN,78
SZ000008440,2014-01-19,TMIN,29
SZ000008440,2013-10-12,TMAX,104
SZ000008440,2013-10-12,TMIN,49
SZ000008440,2013-09-06,TMAX,291
SZ000008440,2015-12-26,TMAX,100
SZ000008440,2015-12-26,TMIN,-13
SZ000008440,2015-04-10,TMIN,35
SZ000008440,2010-03-03,TMIN,3
SZ000008440,2013-10-25,TMIN,89
SZ000008440,2010-07-28,TMAX,275
SZ000008440,2010-03-03,TMAX,59
SZ000008440,2013-10-25,TMAX,170
SZ000008440,2010-07-28,TMIN,126
SZ000008440,2007-04-27,TMIN,139
SZ000008440,2009-04-18,TMAX,172
SZ000008440,2006-06-02,TMAX,148
SZ000008440,2006-06-02,TMIN,53
SZ000008440,2009-04-18,TMIN,45
SZ000008440,2005-05-14,TMAX,166
SZ000008440,2005-05-14,TMIN,113
SZ000008440,2009-04-07,TMAX,192
SZ000008440,2007-04-27,TMAX,229
SZ000008440,2014-11-03,TMIN,58
SZ000008440,2013-09-16,TMAX,144
SZ000008440,2008-06-30,TMIN,187
SZ000008440,2013-09-16,TMIN,93
SZ000008440,2008-06-30,TMAX,292
SZ000008440,2008-06-24,TMIN,179
SZ000008440,2008-06-24,TMAX,297
SZ000008440,2008-03-06,TMAX,54
SZ000008440,2015-09-09,TMAX,228
SZ000008440,2015-09-09,TMIN,90
SZ000008440,2015-01-14,TMIN,24
SZ000008440,2008-03-06,TMIN,-19
SZ000008440,2009-02-24,TMIN,-3
SZ000008440,2014-11-03,TMAX,150
SZ000008440,2009-04-07,TMIN,71
SZ000008440,2012-06-29,TMAX,330
SZ000008440,2012-06-29,TMIN,182
SZ000008440,2015-02-19,TMIN,-18
SZ000008440,2015-11-27,TMAX,45
SZ000008440,2015-02-19,TMAX,89
SZ000008440,2015-12-21,TMIN,33
SZ000008440,2015-04-10,TMAX,207
SZ000008440,2015-11-27,TMIN,-19
SZ000008440,2005-08-26,TMIN,133
SZ000008440,2005-08-26,TMAX,236
SZ000008440,2008-12-26,TMAX,35
SZ000008440,2007-05-31,TMIN,106
SZ000008440,2015-09-24,TMIN,73
SZ000008440,2015-09-24,TMAX,178
SZ000008440,2006-01-02,TMAX,44
SZ000008440,2015-12-21,TMAX,116
SZ000008440,2006-01-02,TMIN,-2
SZ000008440,2008-12-26,TMIN,-17
SZ000008440,2014-08-18,TMIN,124
SZ000008440,2014-08-18,TMAX,250
SZ000008440,2007-05-31,TMAX,212
SZ000008440,2011-02-21,TMIN,31
SZ000008440,2011-02-21,TMAX,95
SZ000008440,2012-10-04,TMAX,189
SZ000008440,2012-10-04,TMIN,116
SZ000008440,2009-04-20,TMIN,82
SZ000008440,2009-04-20,TMAX,180
SZ000008440,2006-10-29,TMAX,198
SZ000008440,2006-10-29,TMIN,102
SZ000008440,2007-07-25,TMAX,245
SZ000008440,2007-07-25,TMIN,118
SZ000008440,2009-08-03,TMIN,132
SZ000008440,2010-05-06,TMIN,57
SZ000008440,2005-10-04,TMIN,97
SZ000008440,2005-09-11,TMAX,202
SZ000008440,2015-07-10,TMAX,293
SZ000008440,2010-02-20,TMAX,60
SZ000008440,2010-02-20,TMIN,-25
SZ000008440,2009-02-14,TMIN,-60
SZ000008440,2009-07-03,TMIN,174
SZ000008440,2011-10-10,TMIN,100
SZ000008440,2015-08-24,TMAX,184
SZ000008440,2009-07-03,TMAX,290
SZ000008440,2007-09-06,TMAX,197
SZ000008440,2012-12-12,TMIN,-83
SZ000008440,2010-06-19,TMIN,95
SZ000008440,2015-08-24,TMIN,152
SZ000008440,2012-12-12,TMAX,-18
SZ000008440,2011-10-10,TMAX,192
SZ000008440,2007-09-06,TMIN,97
SZ000008440,2012-07-31,TMIN,126
SZ000008440,2008-09-05,TMIN,142
SZ000008440,2015-07-14,TMIN,163
SZ000008440,2015-07-14,TMAX,326
SZ000008440,2008-09-05,TMAX,259
SZ000008440,2005-03-06,TMIN,-39
SZ000008440,2010-03-25,TMIN,67
SZ000008440,2008-12-13,TMAX,15
SZ000008440,2010-03-25,TMAX,210
SZ000008440,2005-03-06,TMAX,37
SZ000008440,2014-06-01,TMAX,216
SZ000008440,2014-06-01,TMIN,73
SZ000008440,2007-09-08,TMIN,130
SZ000008440,2012-07-31,TMAX,294
SZ000008440,2007-09-08,TMAX,220
SZ000008440,2009-02-14,TMAX,22
SZ000008440,2010-02-03,TMIN,-27
SZ000008440,2012-07-18,TMIN,122
SZ000008440,2005-04-09,TMAX,57
SZ000008440,2012-07-18,TMAX,311
SZ000008440,2011-11-17,TMIN,-24
SZ000008440,2011-11-17,TMAX,99
SZ000008440,2014-12-27,TMAX,46
SZ000008440,2014-12-27,TMIN,-22
SZ000008440,2009-03-31,TMIN,4
SZ000008440,2014-07-10,TMAX,141
SZ000008440,2014-07-10,TMIN,111
SZ000008440,2015-05-21,TMAX,136
SZ000008440,2007-05-18,TMIN,110
SZ000008440,2007-05-18,TMAX,216
SZ000008440,2010-02-03,TMAX,86
SZ000008440,2008-01-03,TMAX,44
SZ000008440,2009-03-31,TMAX,98
SZ000008440,2014-06-03,TMIN,108
SZ000008440,2014-06-03,TMAX,209
SZ000008440,2009-05-21,TMAX,280
SZ000008440,2009-05-21,TMIN,151
SZ000008440,2014-02-23,TMIN,14
SZ000008440,2015-07-10,TMIN,138
SZ000008440,2015-05-21,TMIN,75
SZ000008440,2005-01-15,TMIN,-14
SZ000008440,2014-02-23,TMAX,100
SZ000008440,2005-01-15,TMAX,18
SZ000008440,2011-08-25,TMAX,295
SZ000008440,2011-08-25,TMIN,164
SZ000008440,2008-01-03,TMIN,-15
SZ000008440,2009-04-28,TMAX,130
SZ000008440,2009-04-28,TMIN,76
SZ000008440,2007-03-15,TMAX,155
SZ000008440,2010-09-19,TMIN,64
SZ000008440,2015-05-19,TMIN,90
SZ000008440,2006-07-14,TMIN,165
SZ000008440,2006-03-31,TMAX,188
SZ000008440,2006-03-31,TMIN,69
SZ000008440,2012-02-05,TMIN,-113
SZ000008440,2006-07-14,TMAX,304
SZ000008440,2012-02-05,TMAX,-70
SZ000008440,2015-05-19,TMAX,174
SZ000008440,2007-12-22,TMAX,0
SZ000008440,2009-08-04,TMAX,255
SZ000008440,2009-08-04,TMIN,110
SZ000008440,2011-04-20,TMAX,224
SZ000008440,2013-01-16,TMIN,-76
SZ000008440,2011-04-20,TMIN,72
SZ000008440,2011-02-14,TMIN,-8
SZ000008440,2010-09-09,TMIN,106
SZ000008440,2009-07-17,TMIN,120
SZ000008440,2009-03-19,TMAX,153
SZ000008440,2009-03-19,TMIN,-6
SZ000008440,2007-12-22,TMIN,-30
SZ000008440,2009-07-17,TMAX,205
SZ000008440,2010-09-09,TMAX,192
SZ000008440,2005-07-19,TMIN,161
SZ000008440,2005-07-19,TMAX,255
SZ000008440,2014-05-28,TMAX,187
SZ000008440,2014-05-28,TMIN,94
SZ000008440,2014-09-08,TMAX,284
SZ000008440,2011-02-14,TMAX,106
SZ000008440,2015-04-18,TMIN,73
SZ000008440,2015-04-18,TMAX,136
SZ000008440,2013-11-23,TMIN,30
SZ000008440,2007-03-15,TMIN,21
SZ000008440,2006-09-25,TMAX,165
SZ000008440,2007-12-23,TMAX,16
SZ000008440,2012-06-10,TMAX,179
SZ000008440,2006-09-25,TMIN,128
SZ000008440,2012-06-10,TMIN,117
SZ000008440,2013-01-16,TMAX,3
SZ000008440,2006-09-19,TMAX,222
SZ000008440,2010-09-19,TMAX,189
SZ000008440,2006-09-19,TMIN,123
SZ000008440,2008-12-13,TMIN,-15
SZ000008440,2005-09-05,TMAX,271
